target,feature,pearson_r,abs_r
band,flesch_reading_ease_proxy,-0.1675556467414376,0.1675556467414376
band,paragraph_len_cv,0.16257117311759417,0.16257117311759417
band,top_content_word_ratio,-0.1608769202774848,0.1608769202774848
band,exemplification_connective_count,0.1517482489267625,0.1517482489267625
band,adjacent_sentence_overlap_std,-0.14727264851042035,0.14727264851042035
band,conclusive_connective_count,0.14214730837985065,0.14214730837985065
band,lowercase_i_per_100,-0.13598217413541236,0.13598217413541236
band,paragraph_len_std,0.13359213109233473,0.13359213109233473
band,adjacent_sentence_overlap_mean,-0.13041710137019474,0.13041710137019474
band,complex_sentence_ratio,0.11710367962893453,0.11710367962893453
band,content_repetition_ratio,-0.11644593891073458,0.11644593891073458
band,very_short_sentence_ratio,-0.11496417748201193,0.11496417748201193
band,lexical_chain_coverage,-0.11259689271487547,0.11259689271487547
band,lexical_chain_count,0.10971472847569955,0.10971472847569955
band,bigram_diversity,0.10929442016132647,0.10929442016132647
band,connective_count,0.1013517139703009,0.1013517139703009
band,type_token_ratio,0.09745212436037506,0.09745212436037506
band,transition_sentence_start_ratio,0.09127039040674001,0.09127039040674001
band,sentence_len_std,-0.08861357682151759,0.08861357682151759
band,contrastive_connective_count,0.08678687917265407,0.08678687917265407
band,prompt_overlap,0.08544303634955455,0.08544303634955455
band,trigram_diversity,0.08328633344085883,0.08328633344085883
band,repeated_word_error_per_100,-0.08223591075485799,0.08223591075485799
band,flesch_kincaid_grade_proxy,0.08045722012020697,0.08045722012020697
band,informal_word_ratio,-0.07881844035656113,0.07881844035656113
band,avg_lexical_chain_size,-0.07834601452061805,0.07834601452061805
band,comma_per_sentence,0.07446659112161934,0.07446659112161934
band,avg_paragraph_len,-0.07027346656613863,0.07027346656613863
band,intro_body_jaccard,-0.06886647830104907,0.06886647830104907
band,intro_thesis_signal,0.06560495545588535,0.06560495545588535
band,comma_splice_proxy,0.06434589500261313,0.06434589500261313
