band_level,ngram,n,count,doc_freq,doc_pct,count_per_doc,other_count_per_doc,distinctiveness_score
low_le5,pollution housing problems,3,15,10,0.00423908435777872,0.00635862653666808,0.0,0.00635862653666808
low_le5,single sex school,3,15,10,0.00423908435777872,0.00635862653666808,0.0,0.00635862653666808
low_le5,finding history house,3,15,12,0.005086901229334464,0.00635862653666808,0.0,0.00635862653666808
low_le5,interested finding history,3,15,14,0.005934718100890208,0.00635862653666808,0.0,0.00635862653666808
low_le5,disadvantages decided children,3,15,1,0.000423908435777872,0.00635862653666808,0.0,0.00635862653666808
low_le5,first foremost reason,3,14,14,0.005934718100890208,0.005934718100890208,0.0,0.005934718100890208
low_le5,advantages outweigh disadvantages,3,27,12,0.005086901229334464,0.011445527766002543,0.0056876924588998325,0.005757835307102711
low_le5,fds dsfdsssssssssss freabcd,3,13,1,0.000423908435777872,0.005510809665112336,0.0,0.005510809665112336
low_le5,good citizens workers,3,13,9,0.0038151759220008477,0.005510809665112336,0.0,0.005510809665112336
low_le5,freabcd dsoisd dsfs,3,13,1,0.000423908435777872,0.005510809665112336,0.0,0.005510809665112336
low_le5,learn new skills,3,13,12,0.005086901229334464,0.005510809665112336,0.0,0.005510809665112336
low_le5,dsfdsssssssssss freabcd dsoisd,3,13,1,0.000423908435777872,0.005510809665112336,0.0,0.005510809665112336
low_le5,play video games,3,12,11,0.0046629927935565915,0.005086901229334464,0.0,0.005086901229334464
low_le5,lead logical conclusion,3,12,12,0.005086901229334464,0.005086901229334464,0.0,0.005086901229334464
low_le5,play important role,3,39,38,0.016108520559559136,0.016532428995337006,0.011890929057122787,0.0046414999382142184
low_le5,single sex schools,3,35,14,0.005934718100890208,0.01483679525222552,0.011215013476168021,0.0036217817760574988
low_le5,playing video games,3,32,18,0.007630351844001695,0.013565069944891903,0.01066872708724071,0.002896342857651193
low_le5,using social media,3,22,13,0.005510809665112336,0.009325985587113183,0.007034707209610667,0.002291278377502516
low_le5,increasing day day,3,16,15,0.00635862653666808,0.006782534972445952,0.0044932601098352475,0.0022892748626107042
low_le5,university college best,3,15,14,0.005934718100890208,0.00635862653666808,0.0044932601098352475,0.0018653664268328323
low_le5,solve environmental problems,3,17,15,0.00635862653666808,0.0072064434082238235,0.0054917623564653024,0.001714681051758521
mid_5_5_to_6_5,without shadow doubt,3,37,37,0.009236145781328009,0.009236145781328009,0.0,0.009236145781328009
mid_5_5_to_6_5,history houses buildings,3,28,26,0.006490264603095357,0.006989515726410384,0.0,0.006989515726410384
mid_5_5_to_6_5,perspectives heating debate,3,24,24,0.005991013479780329,0.005991013479780329,0.0,0.005991013479780329
mid_5_5_to_6_5,team sports school,3,23,14,0.003494757863205192,0.005741387918122816,0.0,0.005741387918122816
